station_id,station_name,lat,lon,has_predictions,tidal_range,max_level,min_level,range_size
9761115,"Barbuda, Antigua and Barbuda                                      ",17.591,-61.821,1,1.455,28.985,27.53,S
9751774,"Botany Bay, St. Thomas, VI                                        ",18.363,-65.035,1,2.411,3.09,0.679,S
9751639,"Charlotte Amalie, VI                                              ",18.347,-64.926,1,1.539,6.392,4.853,S
9751364,"Christiansted Harbor, St Croix, VI                                ",17.748,-64.698,1,1.393,28.095,26.702,S
9653601,"COCHINO PEQUENO, Honduras                                         ",15.953,-86.500,0,,,,
9752235,"Culebra, PR                                                       ",18.301,-65.302,1,1.979,29.001,27.022,S
9751494,"Dog Island, St. Thomas, VI                                        ",18.297,-64.818,1,1.503,20.699,19.196,S
9751768,"Dorothea Bay, Saint Thomas, VI                                    ",18.371,-64.963,1,2.136,18.845,16.709,S
9752695,"Esperanza, Vieques Island, PR                                     ",18.094,-65.471,1,1.4,27.068,25.668,S
9753216,"Fajardo, PR                                                       ",18.335,-65.631,1,2.35,25.246,22.896,S
9751584,"Fredericksted, St. Croix, VI                                      ",17.713,-64.883,1,1.399,25.619,24.22,S
9731158,"GUANTANAMO BAY, INNER HARBOR, Cuba                                ",19.907,-75.147,0,,,,
9751456,"HART BAY, ST JOHNS, VI                                            ",18.317,-64.782,0,,,,
9752619,"Isabel Segunda, Vieques Island, PR                                ",18.153,-65.444,1,1.998,25.542,23.544,S
9654601,"ISLA DE GUANAJA, Honduras                                         ",16.445,-85.915,0,,,,
9752962,"Isla Palominos, PR                                                ",18.345,-65.570,1,2.586,22.743,20.157,S
9652734,"LA CEIBA, Honduras                                                ",15.788,-86.795,0,,,,
9751381,"Lameshur Bay, St John, VI                                         ",18.318,-64.724,1,1.59,30.125,28.535,S
9755679,"Las Mareas, PR                                                    ",17.928,-66.158,1,1.235,14.141,12.906,S
9751309,"Leinster Point, Leinster Bay, St. John?s, VI                      ",18.368,-64.721,1,1.951,29.731,27.78,S
9751401,"Lime Tree Bay, VI                                                 ",17.695,-64.754,1,1.462,35.14,33.678,S
9751467,"Lovango Cay, St. John, VI                                         ",18.361,-64.804,1,1.555,28.834,27.279,S
9500966,"Madero, Tampico Harbor, Mexico, Mexico                            ",22.262,-97.795,1,2.736,12.994,10.258,S
9759110,"Magueyes Island, PR                                               ",17.970,-67.046,1,1.294,4.531,3.237,S
9505950,"Manzanillo, Mexico                                                ",19.063,-104.298,0,,,,
9759394,"Mayaguez, PR                                                      ",18.219,-67.163,1,2.09,5.257,3.167,S
9759938,"Mona Island, PR                                                   ",18.090,-67.939,1,1.405,29.65,28.245,S
9753641,"Naguabo, PR                                                       ",18.187,-65.711,1,1.488,7.932,6.444,S
9812530,"NAOS ISLAND, PANAMA BAY, Panama                                   ",8.918,-79.533,0,,,,
9712712,"NORTH CAT CAY, BAHAMAS, BWI,                                      ",25.550,-79.282,0,,,,
9712714,"NORTH CAT CAY, BAHAMAS, Bahamas                                   ",25.552,-79.282,0,,,,
9758053,"Penuelas (Punta Guayanilla), PR                                   ",17.973,-66.762,1,1.356,32.95,31.594,S
9665401,"Puerto Cabezas, Nicaragua                                         ",14.042,-83.382,0,,,,
9654234,"Puerto Castilla, Honduras                                         ",16.017,-86.033,0,,,,
9662957,"Puerto Corinto, Nicaragua                                         ",12.478,-87.168,0,,,,
9650593,"Puerto Cortes, Honduras                                           ",15.835,-87.870,0,,,,
9635000,"Puerto Quetzal (San Jose), Guatemala                              ",13.917,-90.830,0,,,,
9759189,"Puerto Real, PR                                                   ",18.075,-67.189,1,1.391,30.294,28.903,S
9635002,"Puerto Santo Tomas de Castilla, Guatemala                         ",15.695,-88.620,0,,,,
9759421,"PUNTA GUANAJABO, MAYAGUES, PR                                     ",18.165,-67.182,1,1.881,3.842,1.961,S
9751540,"REDHOOK BAY, ST THOMAS, USVI, VI                                  ",18.327,-64.852,0,,,,
9755371,"San Juan, La Puntilla, San Juan Bay, PR                           ",18.459,-66.116,1,2.594,5.539,2.945,S
9756639,"Santa Isabel, PR                                                  ",17.955,-66.407,1,1.576,26.748,25.172,S
9710441,"Settlement Point, Bahamas                                         ",26.710,-78.997,1,4.767,42.645,37.878,S
9509990,"Socorro Island, Mexico                                            ",18.708,-110.948,0,,,,
9751373,"ST JOHN?S ISLAND, CORAL HARBOR, VI                                ",18.348,-64.717,1,1.679,4.139,2.46,S
9751472,"ST. JOHN?S ISLAND, LITTLE CRUZ BAY, Virgin Islands, US            ",18.335,-64.795,0,,,,
9751583,"Water Bay, VI                                                     ",18.349,-64.864,1,2.063,19.535,17.472,S
9754228,"Yabucoa Harbor, PR                                                ",18.055,-65.833,1,1.397,12.015,10.618,S
8467373,"Black Rock Harbor, CT                                             ",41.157,-73.213,1,10.303,16.055,5.752,M
8467150,"Bridgeport, CT                                                    ",41.173,-73.182,1,9.974,10.741,0.767,M
8463701,"Clinton Harbor, CT                                                ",41.268,-72.532,1,7.181,31.446,24.265,S
8464445,"GUILFORD, GUILFORD HARBOR, CT                                     ",41.272,-72.667,0,,,,
8466375,"GULF BEACH, CT                                                    ",41.205,-73.042,0,,,,
8463836,"HIGGANUM CREEK, CONNECTICUT R., CT                                ",41.503,-72.553,0,,,,
8466797,"I-95 BRIDGE, HOUSATONIC RIVER, CT                                 ",41.203,-73.112,0,,,,
8465692,"LIGHTHOUSE POINT, NEW HAVEN HARBOR, CT                            ",41.252,-72.905,0,,,,
8468799,"LONG NECK POINT, LONG ISLAND SOUND, CT                            ",41.038,-73.480,1,10.887,12.1,1.213,M
8463827,"MAROMAS, CONNECTICUT RIVER, CT                                    ",41.542,-72.552,0,,,,
8469057,"Mianus, CT                                                        ",41.039,-73.592,0,,,,
8464336,"MIDDLETOWN, CONNECTICUT RIVER, CT                                 ",41.560,-72.645,0,,,,
8466442,"MILFORD HARBOR, CT                                                ",41.218,-73.055,0,,,,
8466664,"MURPHY?S BOAT YARD, HOUSATONIC RIVER, CT                          ",41.275,-73.088,0,,,,
8465705,"New Haven, CT                                                     ",41.283,-72.908,1,9.276,26.502,17.226,M
8465748,"NEW HAVEN, CT                                                     ",41.293,-72.917,0,,,,
8461490,"New London, CT                                                    ",41.361,-72.090,1,4.474,7.345,2.871,S
8461925,"NIANTIC, NIANTIC RIVER, CT                                        ",41.325,-72.187,0,,,,
8461392,"NORWICH, THAMES RIVER, CT                                         ",41.523,-72.078,0,,,,
8464255,"ROCKY HILL,CONNECTICUT RIVER, CT                                  ",41.663,-72.630,0,,,,
8468609,"ROWAYTON, FIVEMILE RIVER, CT                                      ",41.065,-73.445,0,,,,
8468191,"Saugatuck River,                                                  ",41.120,-73.368,1,10.446,24.974,14.528,M
8466573,"SHELTON, HOUSATONIC RIVER, CT                                     ",41.302,-73.072,0,,,,
8466791,"SNIFFENS POINT, HOUSATONIC RIVER, CT                              ",41.187,-73.113,0,,,,
8468448,"South Norwalk, CT                                                 ",41.097,-73.415,1,10.95,29.873,18.923,M
8467726,"Southport, Southport Harbor, CT                                   ",41.133,-73.283,1,10.59,30.548,19.958,M
8469198,"Stamford Harbor, CT                                               ",41.038,-73.547,1,11.21,16.149,4.939,M
8463348,"TYLERVILLE, CONNECTICUT R., CT                                    ",41.452,-72.465,0,,,,
8460751,"West Mystic River,                                                ",41.343,-71.975,1,4.375,32.349,27.974,S
8461467,"YALE BOATHOUSE, THAMES RIVER, CT                                  ",41.430,-72.093,0,,,,
8555889,"Brandywine Shoal Light, DE                                        ",38.987,-75.113,1,7.994,25.871,17.877,M
8551851,"DELAWARE CITY BRIDGE, DE                                          ",39.570,-75.590,0,,,,
8551762,"Delaware City, DE                                                 ",39.582,-75.588,1,7.51,29.205,21.695,S
8550438,"EDGEMOOR, DE                                                      ",39.750,-75.493,0,,,,
8554501,"Elbow of Cross Ledge Light, DE                                    ",39.167,-75.267,0,,,,
8555461,"FOURTEEN FOOT BANK LIGHT, DE                                      ",39.048,-75.183,0,,,,
8557125,"HARBOR OF REFUGE LIGHT, DE                                        ",38.800,-75.083,0,,,,
8558695,"INDIAN RIVER INLET, TEST GAGE 5, DE                               ",38.610,-75.070,0,,,,
8558690,"INDIAN RIVER INLET, DE                                            ",38.610,-75.070,1,4.413,6.617,2.204,S
8557380,"Lewes, DE                                                         ",38.783,-75.119,1,6.746,8.519,1.773,S
8559885,"LITTLE ASSAWOMAN, FENWICK ISL., DE                                ",38.463,-75.055,0,,,,
8554399,"Mahon River Entrance, DE                                          ",39.185,-75.400,1,8.12,15.224,7.104,M
8558788,"MILLSBORO BRIDGE, INDIAN RIVER, DE                                ",38.595,-75.292,0,,,,
8556198,"MISPILLION RIVER ENTRANCE, DE                                     ",38.945,-75.313,0,,,,
8555388,"MURDERKILL RIVER ENTRANCE, DE                                     ",39.058,-75.397,0,,,,
8551201,"NEW CASTLE, DE                                                    ",39.657,-75.562,0,,,,
8558789,"OAK ORCHARD, INDIAN RIVER, DE                                     ",38.595,-75.173,0,,,,
8551702,"PEA PATCH ISLAND, DE                                              ",39.583,-75.573,0,,,,
8551910,"Reedy Point, DE                                                   ",39.558,-75.573,1,7.476,8.097,0.621,S
8557863,"REHOBOTH BEACH, DE                                                ",38.720,-75.083,0,,,,
8558101,"WHITE OAK POINT, REHOBOTH BAY, DE                                 ",38.690,-75.078,0,,,,
8550714,"WILMINGTON, CHRISTINA R. ENT., DE                                 ",39.718,-75.520,0,,,,
8593909,"EAST LAKE, ANACOSTIA RIVER, DC                                    ",38.910,-76.955,0,,,,
8593545,"KINGMAN LAKE, ANACOSTIA RIVER, DC                                 ",38.895,-76.968,0,,,,
8593005,"WASHINGTON NAVY YARD,D.C., DC                                     ",38.872,-76.995,0,,,,
8594900,"Washington, DC                                                    ",38.873,-77.022,1,4.405,8.294,3.889,S
7691360,"Dakar, Senegal, Senegal                                           ",14.677,-17.420,0,,,,
7641400,"Lagos, Nigeria, Nigeria                                           ",6.423,3.412,0,,,,
8723453,"ADAMS KEY, FL                                                     ",25.397,-80.233,0,,,,
8724992,"ADDISON BAY, FL                                                   ",25.963,-81.665,0,,,,
8726614,"ALAFIA RIVER NORTH, FL                                            ",27.870,-82.328,0,,,,
8729015,"ALLANTON, EAST BAY, FL                                            ",30.030,-85.465,0,,,,
8729364,"ALLAQUAY BAYOU, FL                                                ",30.488,-86.205,0,,,,
8721374,"ALLENHURST,HAULOVER CANAL, FL                                     ",28.733,-80.757,0,,,,
8729152,"ALLIGATOR BAYOU, PANAMA CITY, FL                                  ",30.170,-85.755,0,,,,
8728255,"ALLIGATOR HARBOR, FL                                              ",29.912,-84.365,0,,,,
8728261,"ALLIGATOR POINT, SW CAPE, FL                                      ",29.895,-84.388,0,,,,
8728288,"ALLIGATOR POINT, FL                                               ",29.903,-84.413,0,,,,
8723861,"ALLIGATOR REEF LIGHTHOUSE, FL                                     ",24.850,-80.618,0,,,,
8720086,"AMELIA CITY, SOUTH AMELIA RIVER, FL                               ",30.587,-81.463,0,,,,
8720623,"ANASTASIA ISLAND, FL                                              ",29.793,-81.272,0,,,,
8726917,"ANCLOTE LIGHTHOUSE, ANCLOTE KEY, FL                               ",28.165,-82.843,1,5.159,6.309,1.15,S
8726924,"ANCLOTE RIVER, FL                                                 ",28.172,-82.785,0,,,,
8722274,"ANKONA, INDIAN RIVER, FL                                          ",27.355,-80.273,0,,,,
8726243,"ANNA MARIA OUTSIDE, FL                                            ",27.497,-82.713,0,,,,
8726282,"ANNA MARIA, CITY PIER, FL                                         ",27.533,-82.730,0,,,,
8724229,"ANNETTE KEY, FL                                                   ",24.758,-81.390,0,,,,
8728715,"APALACHICOLA RIVER, NORTH, FL                                     ",29.842,-85.028,0,,,,
8728711,"APALACHICOLA RIVER, FL                                            ",29.763,-85.033,0,,,,
8728690,"Apalachicola, FL                                                  ",29.724,-84.981,1,3.158,6.513,3.355,S
8726537,"APOLLO BEACH, HILLSBOROUGH BAY, FL                                ",27.787,-82.427,0,,,,
8726632,"ARCHIE CREEK, FL                                                  ",27.882,-82.397,0,,,,
8727097,"ARIPEKA, FL                                                       ",28.433,-82.668,0,,,,
8724138,"BAHIA HONDA KEY, FL                                               ",24.655,-81.282,0,,,,
8726978,"BAILEYS BLUFF GULFSIDE, FL                                        ",28.205,-82.783,0,,,,
8726976,"BAILEYS BLUFF INSIDE, FL                                          ",28.202,-82.780,0,,,,
8729387,"BASIN BAYOU, CHOCTAWHATCHEE BAY, FL                               ",30.487,-86.253,0,,,,
8729381,"BASIN CREEK, FL                                                   ",30.497,-86.240,0,,,,
8723582,"BASIN HILLS,KEY LARGO, FL                                         ",25.223,-80.343,0,,,,
8726689,"BAY ARISTOCRAT VILLAGE, OLD TAMPA BAY, FL                         ",27.942,-82.720,0,,,,
8729849,"BAYOU CHICO, FL                                                   ",30.402,-87.252,0,,,,
8727151,"BAYPORT, FL                                                       ",28.533,-82.650,1,4.973,5.577,0.604,S
8729105,"BEACON BEACH, ST ANDREW BAY, FL                                   ",30.092,-85.648,0,,,,
8724489,"BIG COPPITT KEY, FL                                               ",24.602,-81.655,0,,,,
8729435,"BIG HAMMOCK PT, CHOCTAWHATCHEE BAY, FL                            ",30.465,-86.352,0,,,,
8729909,"BIG LAGOON,                                                       ",30.327,-87.357,1,2.306,4.562,2.256,S
8724979,"BIG MARCO RIVER, U.S. 92, FL                                      ",25.933,-81.655,0,,,,
8724226,"Big Pine Key NE, FL                                               ",24.728,-81.387,0,,,,
8724231,"BIG PINE KEY NORTH END, FL                                        ",24.745,-81.395,0,,,,
8724211,"BIG PINE KEY VIADUCT, FL                                          ",24.670,-81.368,0,,,,
8724192,"BIG PINE KEY, COUPON BIGHT INSIDE, FL                             ",24.652,-81.350,0,,,,
8724227,"BIG PINE KEY, WEST SIDE, FL                                       ",24.690,-81.383,0,,,,
8724246,"BIG SPANISH KEY, FL                                               ",24.788,-81.412,0,,,,
8724264,"BIG TORCH KEY, WEST SIDE, FL                                      ",24.705,-81.433,0,,,,
8723439,"BILLY?S POINT, ELLIOTT KEY, FL                                    ",25.415,-80.210,0,,,,
8720757,"Bings Landing, Matanzas River, FL                                 ",29.615,-81.205,1,3.517,1.842,-1.675,S
8722213,"Binney Dock, FL                                                   ",27.468,-80.300,1,3.384,4.622,1.238,S
8724436,"BIRD KEY, FL                                                      ",24.588,-81.638,0,,,,
8723089,"BISCAYNE CREEK, INTRACOASTAL WATERWAY, FL                         ",25.880,-80.163,0,,,,
8726353,"BISHOP HARBOR, FL                                                 ",27.602,-82.553,0,,,,
8720434,"BLACK CREEK, FL                                                   ",30.080,-81.762,1,1.232,6.042,4.81,S
8725943,"BLACKBURN POINT, FL                                               ",27.178,-82.495,0,,,,
8724975,"BLACKWATER RIVER ENTRANCE, FL                                     ",25.932,-81.597,0,,,,
8729753,"BLACKWATER RIVER,                                                 ",30.637,-87.028,1,3.073,5.585,2.512,S
8720203,"BLOUNT ISLAND BRIDGE, FL                                          ",30.413,-81.545,0,,,,
8729941,"Blue Angels Park, FL                                              ",30.387,-87.429,1,1.181,28.766,27.585,S
8724493,"BOCA CHICA MARINA, FL                                             ",24.575,-81.708,1,1.98,14.077,12.097,S
8724499,"BOCA CHICA, SOUTHWEST END, FL                                     ",24.563,-81.713,0,,,,
8724485,"BOCA CHICA,LONG POINT, FL                                         ",24.603,-81.698,0,,,,
8726574,"BOCA CIEGA BAY, FL                                                ",27.808,-82.795,0,,,,
8722816,"BOCA RATON, FL                                                    ",26.343,-80.077,1,3.292,5.172,1.88,S
8720084,"BOGGY CREEK, UPPER NASSAU RIVER, FL                               ",30.588,-81.663,0,,,,
8724193,"BOGIE CHANNEL LANDING, BIG PINE KEY, FL                           ",24.697,-81.348,0,,,,
8725541,"BOKEELIA, CHARLOTTE HARBOR, FL                                    ",26.707,-82.163,1,2.822,5.261,2.439,S
8723971,"BOOT KEY HARBOR, FL                                               ",24.703,-81.105,0,,,,
8722706,"BOYNTON BEACH, FL                                                 ",26.548,-80.053,0,,,,
8726247,"BRADENTON, MANATEE RIVER, FL                                      ",27.500,-82.573,0,,,,
8720767,"Buffalo Bluff, St Johns River, FL                                 ",29.595,-81.682,1,3.022,1.663,-1.359,S
8729154,"BURNT MILL CREEK, WEST BAY, FL                                    ",30.328,-85.763,0,,,,
8726774,"CALADESI ISLAND, INSIDE, FL                                       ",28.032,-82.820,0,,,,
8729063,"CALLAWAY BAYOU, EAST BAY, FL                                      ",30.137,-85.572,0,,,,
8729548,"CAMP PINCHOT, FL                                                  ",30.470,-86.593,0,,,,
8721608,"CANAVERAL HARBOR ENTRANCE, FL                                     ",28.408,-80.602,0,,,,
8721804,"CANOVA, FL                                                        ",28.138,-80.578,0,,,,
8725451,"CAPE CORAL BR.,CALOOSAHATCHEE R., FL                              ",26.564,-81.936,0,,,,
8723251,"CAPE FLORIDA, KEY BISCAYNE, FL                                    ",25.652,-80.160,0,,,,
8724947,"CAPE ROMANO ISLAND, FL                                            ",25.853,-81.675,0,,,,
8728942,"CAPE SAN BLAS,                                                    ",29.668,-85.360,0,,,,
8723534,"CARD SOUND BRIDGE, FL                                             ",25.288,-80.370,1,1.748,4.818,3.07,S
8725325,"Carlos Point, Estero Bay, FL                                      ",26.405,-81.883,0,,,,
8728464,"CARRABELLE RIVER, ST. GEORGE SOUND, FL                            ",29.850,-84.665,0,,,,
8723583,"CARYSFORT REEF LIGHTHOUSE, FL                                     ",25.222,-80.212,0,,,,
8725916,"CASEY KEY, FL                                                     ",27.153,-82.483,0,,,,
8728619,"CAT POINT, APALACHICOLA BAY, FL                                   ",29.723,-84.887,0,,,,
8720189,"CEDAR HEIGHTS, FL                                                 ",30.437,-81.642,1,5.194,7.347,2.153,S
8727520,"Cedar Key, FL                                                     ",29.135,-83.032,1,5.955,6.41,0.455,S
8724507,"CHANNEL KEY, FL                                                   ",24.603,-81.725,0,,,,
8727246,"CHASSAHOWITZKA RIVER, FL                                          ",28.715,-82.577,1,0.833,12.069,11.236,S
8729851,"CHEMSTRAND PIER, FL                                               ",30.598,-87.247,0,,,,
8720023,"CHESTER, BELLS RIVER, FL                                          ",30.683,-81.533,1,9.72,10.656,0.936,M
8729329,"CHOCTAWHATCHEE RIVER, FL                                          ",30.397,-86.088,0,,,,
8724919,"CHOKOLOSKEE, FL                                                   ",25.813,-81.363,0,,,,
8723457,"CHRISTMAS POINT, ELLIOTT KEY, FL                                  ",25.392,-80.230,0,,,,
8729567,"CINCO BAYOU, FL                                                   ",30.428,-86.632,0,,,,
8720198,"CLAPBOARD CREEK, FL                                               ",30.407,-81.510,1,6.128,8.733,2.605,S
8726724,"Clearwater Beach, FL                                              ",27.978,-82.832,1,4.687,5.272,0.585,S
8726706,"CLEARWATER, CLEARWATER HARBOR, FL                                 ",27.955,-82.807,0,,,,
8726425,"COCKROACH BAY, FL                                                 ",27.678,-82.503,0,,,,
8721649,"COCOA BEACH, ATLANTIC OCEAN, FL                                   ",28.368,-80.600,1,6.237,18.326,12.089,S
8724098,"COCOANUT KEY, FL                                                  ",24.745,-81.237,0,,,,
8725228,"COCOHATCHEE RIVER, U.S. 41, FL                                    ",26.282,-81.802,0,,,,
8725319,"COCONUT POINT, ESTERO BAY, FL                                     ",26.400,-81.843,1,3.937,5.119,1.182,S
8724307,"CONTENT KEY,GULF OF MEXICO, FL                                    ",24.790,-81.483,0,,,,
8724964,"COON KEY PASS, GULLIVAN BAY, FL                                   ",25.897,-81.637,1,6.037,7.036,0.999,S
8723391,"COON POINT, ELLIOTT KEY, FL                                       ",25.480,-80.188,0,,,,
8726217,"CORTEZ, FL                                                        ",27.467,-82.687,0,,,,
8724527,"COW KEY CHANNEL, FL                                               ",24.570,-81.750,0,,,,
8720004,"CRANDALL, ST. MARYS RIVER, FL                                     ",30.722,-81.622,1,7.799,8.756,0.957,M
8723746,"CRANE KEY, FL                                                     ",25.005,-80.618,0,,,,
8724199,"CRAWL KEY, BIG SPANISH CHANNEL, FL                                ",24.757,-81.358,0,,,,
8720651,"Crescent Beach, Matanzas River, FL                                ",29.768,-81.258,1,6.755,3.33,-3.425,S
8720855,"Crescent City, FL                                                 ",29.430,-81.507,0,,,,
8729179,"CROOKED CREEK, WEST BAY, FL                                       ",30.308,-85.812,0,,,,
8726996,"CROSS BAYOU, NEW PORT RICHEY, FL                                  ",28.247,-82.735,0,,,,
8727343,"CRYSTAL RIVER, KINGS BAY, FL                                      ",28.898,-82.598,1,3.069,6.862,3.793,S
8724313,"CUDJOE BAY, FL                                                    ",24.660,-81.492,0,,,,
8724305,"CUDJOE KEY EAST SIDE, FL                                          ",24.687,-81.483,0,,,,
8724328,"CUDJOE KEY NO. POINT, FL                                          ",24.700,-81.505,0,,,,
8724332,"CUDJOE KEY PIRATES COVE, FL                                       ",24.662,-81.515,0,,,,
8720097,"CUNO, LOFTON CREEK, FL                                            ",30.577,-81.572,0,,,,
8720011,"CUT 1N FRONT RANGE, ST MARYS RIVER ENTR, FL                       ",30.708,-81.465,1,9.465,4.191,-5.274,M
8720012,"CUT 2N FRONT RANGE, ST MARYS RIVER ENTR, FL                       ",30.717,-81.302,0,,,,
8723289,"CUTLER, BISCAYNE BAY, FL                                          ",25.615,-80.305,1,3.762,5.952,2.19,S
8725685,"CUTOFF SOUTH, FL                                                  ",26.855,-82.303,1,2.902,4.742,1.84,S
8727751,"DALLUS CREEK, FL                                                  ",29.713,-83.502,0,,,,
8720219,"Dames Point, FL                                                   ",30.387,-81.559,1,5.627,8.404,2.777,S
8724971,"DAVID KEY, BARFIELD BAY, FL                                       ",25.917,-81.687,0,,,,
8726657,"DAVIS ISLAND, HILLSBOROUGH BAY, FL                                ",27.908,-82.452,0,,,,
8721020,"DAYTONA BEACH (OCEAN), FL                                         ",29.228,-81.005,0,,,,
8721120,"DAYTONA BEACH SHORES, FL                                          ",29.147,-80.963,0,,,,
8720214,"Degaussing Structure, FL                                          ",30.397,-81.395,1,8.296,3.686,-4.61,M
8727809,"DEKLE BEACH, FL                                                   ",29.845,-83.622,0,,,,
8722746,"DELRAY BEACH, FL                                                  ",26.473,-80.062,0,,,,
8726273,"DESOTO POINT, FL                                                  ",27.523,-82.650,0,,,,
8729511,"DESTIN, EAST PASS, FL                                             ",30.395,-86.513,0,,,,
8726739,"DICK CREEK, FL                                                    ",27.988,-82.608,0,,,,
8723205,"DINNER KEY MARINA,BISCAYNE BAY, FL                                ",25.727,-80.237,0,,,,
8724963,"DISMAL KEY, PUMPKIN BAY, FL                                       ",25.895,-81.558,1,5.923,6.268,0.345,S
8727336,"DIXIE BAY, FL                                                     ",28.882,-82.635,1,3.361,4.994,1.633,S
8724201,"DOCTORS ARM, FL                                                   ",24.690,-81.357,0,,,,
8720406,"DOCTORS LAKE, PEORIA POINT, FL                                    ",30.120,-81.758,1,1.198,6.78,5.582,S
8728408,"DOG ISLAND, EAST END, FL                                          ",29.810,-84.585,1,4.38,3.584,-0.796,S
8725079,"DOLLAR BAY, NORTH, FL                                             ",26.083,-81.785,0,,,,
8722528,"DONALD ROSS BRIDGE, FL                                            ",26.882,-80.070,0,,,,
8726768,"DOUBLE BRANCH, FL                                                 ",28.028,-82.633,0,,,,
8724474,"DUCK KEY POINT, FL                                                ",24.623,-81.685,0,,,,
8723927,"DUCK KEY, FL                                                      ",24.765,-80.913,0,,,,
8723044,"DUMFOUNDLING BAY, FL                                              ",25.942,-80.125,0,,,,
8726761,"DUNEDIN CITY DOCK, FL                                             ",28.013,-82.793,0,,,,
8729083,"DUPONT BRIDGE, EAST BAY, FL                                       ",30.100,-85.612,0,,,,
8723465,"EAST ARSENICKER, CARD SOUND, FL                                   ",25.373,-80.290,1,1.982,4.563,2.581,S
8724094,"EAST BAHIA HONDA KEY, FL                                          ",24.775,-81.227,0,,,,
8729702,"EAST BAY, HOLLEY,                                                 ",30.450,-86.918,1,2.913,4.043,1.13,S
8723752,"EAST KEY, FLORIDA BAY, FL                                         ",24.997,-80.610,0,,,,
8720596,"EAST TOCOI, ST. JOHNS RIVER, FL                                   ",29.858,-81.553,0,,,,
8727956,"ECONFINA RIVER, INSIDE, FL                                        ",30.053,-83.910,0,,,,
8721191,"EDGEWATER, INDIAN RIVER, FL                                       ",28.988,-80.900,0,,,,
8720145,"Edwards Creek, FL                                                 ",30.502,-81.542,1,6.383,6.232,-0.151,S
8726347,"EGMONT KEY, TAMPA BAY, FL                                         ",27.602,-82.760,1,3.516,4.025,0.509,S
8725769,"EL JOBEAN, MYAKKA RIVER, FL                                       ",26.962,-82.210,0,,,,
8728786,"ELEVEN MILE, ST. VINCENT SOUND,                                   ",29.707,-85.153,1,2.809,5.037,2.228,S
8723393,"ELLIOTT KEY (OUTSIDE), FL                                         ",25.477,-80.180,0,,,,
8723409,"ELLIOTT KEY HARBOR, ELLIOTT KEY, FL                               ",25.453,-80.197,1,2.777,5.705,2.928,S
8725747,"ENGLEWOOD, LEMON BAY, FL                                          ",26.933,-82.353,0,,,,
8725351,"ESTERO ISLAND, ESTERO BAY, FL                                     ",26.438,-81.918,1,3.988,5.472,1.484,S
8725346,"ESTERO RIVER, ESTERO BAY, FL                                      ",26.430,-81.857,0,,,,
8724948,"EVERGLADES CITY, FL                                               ",25.858,-81.387,0,,,,
8724970,"FAKA UNION BAY, FL                                                ",25.903,-81.513,0,,,,
8724962,"FAKAHATCHEE RIVER ENTRANCE, FL                                    ",25.890,-81.477,0,,,,
8729017,"FARMDALE, EAST BAY, ST. ANDREW BAY, FL                            ",30.017,-85.470,0,,,,
8723949,"FAT DEER KEY, FL                                                  ",24.733,-81.017,0,,,,
8727892,"FENHOLLOWAY RIVER, FL                                             ",29.980,-83.783,0,,,,
8720030,"Fernandina Beach, FL                                              ",30.671,-81.466,1,9.654,9.952,0.298,M
8728258,"FIDDLERS POINT, FL                                                ",30.015,-84.368,0,,,,
8727086,"FILLMANS BAYOU, FL                                                ",28.413,-82.677,0,,,,
8726988,"FILLMANS CREEK, NEW PORT RICHEY, FL                               ",28.230,-82.753,0,,,,
8725272,"FISH TRAP BAY, FL                                                 ",26.337,-81.845,0,,,,
8729806,"FISHING BEND, SANTA ROSA SOUND, FL                                ",30.337,-87.140,1,2.383,4.556,2.173,S
8723644,"FLAMINGO, FL                                                      ",25.142,-80.923,0,,,,
8724571,"Fleming Key, FL                                                   ",24.592,-81.795,1,2.275,31.187,28.912,S
8729824,"FLORIDATOWN, ESCAMBIA BAY,                                        ",30.582,-87.180,1,2.978,4.689,1.711,S
8720186,"FORT GEORGE ISLAND, FL                                            ",30.440,-81.438,0,,,,
8726277,"FORT HAMER, FL                                                    ",27.525,-82.430,0,,,,
8720686,"FORT MATANZAS, FL                                                 ",29.715,-81.238,0,,,,
8725520,"Fort Myers, FL                                                    ",26.648,-81.871,1,2.497,6.26,3.763,S
8729882,"FORT PICKENS, PENSACOLA BAY, FL                                   ",30.330,-87.292,0,,,,
8722212,"FORT PIERCE, SOUTH JETTY, FL                                      ",27.470,-80.288,0,,,,
8729554,"FORT WALTON BEACH, SANTA ROSA SOUND, FL                           ",30.402,-86.610,0,,,,
8727512,"FOWLER BLUFF, SUWANNEE RIVER, FL                                  ",29.398,-83.023,0,,,,
8722939,"FT. LAUDERDALE BAHIA YACHT CLUB, FL                               ",26.113,-80.108,0,,,,
8722937,"FT. LAUDERDALE, ANDREWS AVENUE BRIDGE, FL                         ",26.118,-80.145,0,,,,
8720221,"FULTON, ST. JOHNS RIVER, FL                                       ",30.390,-81.507,0,,,,
8726573,"GADSDEN POINT, TAMPA BAY, FL                                      ",27.822,-82.485,0,,,,
8723693,"GAGE A, POINT CHARLES, KEY LARGO, FL                              ",25.077,-80.455,0,,,,
8725411,"GALT ISLAND,PINE ISLAND SD., FL                                   ",26.513,-82.107,0,,,,
8726641,"GANDY BRIDGE, OLD TAMPA BAY, FL                                   ",27.893,-82.538,0,,,,
